n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,codes_types_mediations,codes_publics,codes_thematiques,lat,lon,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Ref_0244,,31,Toulouse,,Centre social Jolimont Soupetard,,31500,Centre social Jolimont 11 avenue de l'observatoire,,Centre social Jolimont 11 avenue de l'observatoire 31500 Toulouse,,Centre social,,05 31 22 94 84,Jolimont.cs@mairie-toulouse.fr,,,,,9h-12h30 et 13h30-17h/16h30,9h-12h30 et 13h30-17h/16h30,,,Decembre 2019,,,ORD,,,,COMP,,,,,,,,,,,,,,,,,,,ORD-COMP,,,43.61352,1.462468,43.61352,1.462468,11 Avenue de l'Observatoire,11 Avenue de l'Observatoire 31500 Toulouse,Toulouse,31500,31
Ref_0245,,31,Toulouse,,Fédération des Femmes pour l'Europe (FFPE),,31500,1 rue Léon Jouhaux,,1 rue Léon Jouhaux 31500 Toulouse,Association,,,,,www.ffpe-toulouse.org,,,,,,,,Decembre 2019,,,COMP,,,,ACCDS,,,,,,,,,,,,,,,,APTIC,,,COMP-ACCDS,,,43.613273,1.460711,43.613273,1.460711,1 Rue Léon Jouhaux,1 Rue Léon Jouhaux 31500 Toulouse,Toulouse,31500,31
Ref_0246,,31,Toulouse,,Mission Locale centre,,31500,24 rue Garipuy,,24 rue Garipuy 31500 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,J,,,,,,,,,,,,,,,,,,,,,,,,,,J,,43.611391,1.457803,43.611391,1.457803,24 Rue Garipuy,24 Rue Garipuy 31500 Toulouse,Toulouse,31500,31
Ref_0247,,31,Toulouse,,Mission Locale Antenne Jolimont,,31500,,,31500 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0248,,31,Toulouse,,Agir et devenir,,31500,,,31500 Toulouse,Association,,,,agiretdevenir@live.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0249,,31,Toulouse,,Centre social Jean Rieux,,31500,,,31500 Toulouse,,Centre social,,,,https://www.cpjr.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0250,,31,Toulouse,,APSAR,,31500,70 chemin michoun,,70 chemin michoun 31500 Toulouse,Association,Centre social,,05 82 08 11 70,,https://www.associationapsar.org/,8h30-12h30 13h30-19h,8h30-12h30 13h30-19h,8h30-12h30 13h30-19h,8h30-12h30 13h30-19h,8h30-12h30 13h30-19h,10h-12h 15h-18h,,Février 2021,TP,,ORDM,TP,Nos ordinateurs sont mis à disposition pour faciliter les démarches en ligne et pouvoir avoir accès à une photocopie,,REP,TP,Un habitant bénévole anime cet atelier de réparation. Il apprend aux habitants à réparer eux même.,,ACCDA,TP,2 ordinateurs mis à disposition dans l'espace d'accueil du centre social. Imprimante et photocopie sous conditions d'adhésion à l'association de 10€ (adhésion familiale). Les impressions sont soumises à des règles> document administratifs relatifs à la recherche d'emploi  logement  scolarité.. Accès sur les heures d'ouvertures du centre social. Une salariée en charge de l'insertion et de l'accompagnement individuel sur rendez vous.Une salariée en charge de l'insertion et de l'accompagnement individuel sur rendez vous.,,FL,TP,Le fablab est un établissement à part du centre social implanté sur la cité La Gloire. 8 ordinateurs  3 imprimante 3D  polargaphe  appareil photos numériques,Le fablab est un établissement à part du centre social implanté sur la cité La Gloire. 8 ordinateurs  3 imprimante 3D  polargaphe  appareil photos numériques,COMP,TP,Le jeudi matin,,,oui,,ORDM-REP-ACCDA-FL-COMP,TP-TP-TP-TP-TP-TP,,43.626559,1.468206,43.626559,1.468206,70 Chemin Michoun,70 Chemin Michoun 31500 Toulouse,Toulouse,31500,31
Ref_0251,,31,Toulouse,,Centre social Jolimont,,31500,11 avenue de l'observatoire,,11 avenue de l'observatoire 31500 Toulouse,,Centre social,,05 67 77 44 80,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.61352,1.462468,43.61352,1.462468,11 Avenue de l'Observatoire,11 Avenue de l'Observatoire 31500 Toulouse,Toulouse,31500,31
Ref_0252,,31,Toulouse,,Maison Des Solidarités Bonnefoy/Amouroux,Conseil Départemental,31500,3 rue du faubourg bonnefoy,,3 rue du faubourg bonnefoy 31500 Toulouse,Collectivité territoriale,,,05 34 25 51 00,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.616349,1.453242,43.616349,1.453242,3 Rue du Faubourg Bonnefoy,3 Rue du Faubourg Bonnefoy 31500 Toulouse,Toulouse,31500,31
Ref_0253,,31,Toulouse,,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,157 avenue jean rieux 31500 Toulouse,,Centre social,,05 61 54 80 00,,www.cpjr.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,ACCDS,,,,,,,,,,,,,,,,,,,COMP-ACCDS,TP,,43.591859,1.468456,43.591859,1.468456,157 Avenue Jean Rieux,157 Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0254,,31,Toulouse,,Centre social ASPAR,,31500,70 chemin Michoun,,70 chemin Michoun 31500 Toulouse,,Centre social,,,,,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,ORDM-COMP,TP,,43.626559,1.468206,43.626559,1.468206,70 Chemin Michoun,70 Chemin Michoun 31500 Toulouse,Toulouse,31500,31
Ref_0255,,31,Toulouse,,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,Antenne soupetard 12 rue charles garnier 31500 Toulouse,,Centre social,,05 31 22 95 15,Jolimont.cs@mairie-toulouse.fr,,,9h-12h30 et 13h30-17h,9h-12h30 et 13h30-17h,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.608485,1.477852,43.608485,1.477852,12 Rue Charles Garnier,12 Rue Charles Garnier 31500 Toulouse,Toulouse,31500,31
Ref_0256,,31,Toulouse,,Mediatheque Jose Cabanis,,31500,1 Allée Jacques Chaban-Delmas,,1 Allée Jacques Chaban-Delmas 31500 Toulouse,Collectivité territoriale,Bibliothèque,,05 62 27 40 00,,https://www.bibliotheque.toulouse.fr/bibliotheques/mediatheque-jose-cabanis/,,,,,,,,Decembre 2019,,,ORD,TP,,,ACCDS,,sur rendez-vous,,ACCN,,sur rednez-vous,,COMP,,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,SENS,,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,,,,,ORD-ACCDS-ACCN-COMP-SENS,TP,,43.61026,1.455431,43.61026,1.455431,1 Allée Jacques Chaban-Delmas,1 Allée Jacques Chaban-Delmas 31500 Toulouse,Toulouse,31500,31
Ref_0257,,31,Toulouse,,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,8 bis avenue du parc 31500 Toulouse,Collectivité territoriale,,,05 31 22 93 00,mdc.est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.620189,1.470204,43.620189,1.470204,8bis Avenue du Parc,8bis Avenue du Parc 31500 Toulouse,Toulouse,31500,31
Ref_0258,,31,Toulouse,,Pole Emploi Jolimont,Pôle Emploi,31500,,,31500 Toulouse,,Agence Pôle Emploi,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0259,,31,Toulouse,,Mediathèque Serveyrolles,,31500,,,31500 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0260,,31,Toulouse,,Point Information Jeunesse Jolimont,,31500,,,31500 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.589322,1.471196,43.589322,1.471196,Avenue Jean Rieux,Avenue Jean Rieux 31500 Toulouse,Toulouse,31500,31
Ref_0261,,31,Colomiers,,PRCP,,31770,2 allée du vignemale,,2 allée du vignemale 31770 Colomiers,Association,,,05 61 15 43 44,prcp@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,APTIC,,,,,,43.60514,1.333515,43.60514,1.333515,2 Allée du Vignemale,2 Allée du Vignemale 31770 Colomiers,Colomiers,31770,31
Ref_0262,,31,Toulouse,,ADVITAM,,,,,Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0263,,31,Toulouse,,CHRS de Fages,,31400,16 chemin de Fages,,16 chemin de Fages 31400 Toulouse,,,,05 61 14 76 76,,,,,,,,,,Decembre 2019,,,COMP,,pour les hébérgé.e.s,,,,,,,,,,,,,,,,,,,,,COMP,,,43.583439,1.464594,43.583439,1.464594,16 Chemin de Fages,16 Chemin de Fages 31400 Toulouse,Toulouse,31400,31
Ref_0264,,31,Toulouse,,ADPAM,,,,,Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0265,,31,Toulouse,,CSF Le Cabri,,,,,Toulouse,Association,,,,associationlecabri@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0267,,31,Toulouse,,A.I.R.S,,,,,Toulouse,Association,,,09 71 30 75 86,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0268,,31,Toulouse,,Accueil Amouroux,,,,,Toulouse,Collectivité territoriale,,,,accueil.amouroux@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0269,,31,Toulouse,,Accueil Soupetard,,,,,Toulouse,Collectivité territoriale,,,,Accueil.SOUPETARD@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0270,,31,Toulouse,,Maison de la citoyenneté Est,,,8 bis avenue du Parc,,8 bis avenue du Parc Toulouse,Collectivité territoriale,,,05 31 22 93 00,Mdc.Est@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.620189,1.470204,43.620189,1.470204,8bis Avenue du Parc,8bis Avenue du Parc 31500 Toulouse,Toulouse,31500,31
Ref_0271,,31,Toulouse,,Maison de la citoyenneté Nord,,,4 place du Marché aux cochons,,4 place du Marché aux cochons Toulouse,Collectivité territoriale,,,5 31 22 97 00,mdc.nord@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.620507,1.435095,43.620507,1.435095,4 Place du Marché Aux Cochons,4 Place du Marché Aux Cochons 31200 Toulouse,Toulouse,31200,31
Ref_0272,,31,Toulouse,,Maison de la citoyenneté Rive Gauche,,,20 place Jean-Diebold,31300,20 place Jean-Diebold Toulouse,Collectivité territoriale,,,05 31 22 91 30,mdc.rive-gauche@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.597819,1.430123,43.597819,1.430123,20 Place Jean Diebold,20 Place Jean Diebold 31300 Toulouse,Toulouse,31300,31
Ref_0273,,31,Toulouse,,Maison de la citoyenneté Sud Est,,,Site Niel - 81 rue Saint Roch,31400,Site Niel - 81 rue Saint Roch Toulouse,Collectivité territoriale,,,05 67 73 82 71,mdc.sud-est@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.578796,1.44655,43.578796,1.44655,81 Rue Saint Roch,81 Rue Saint Roch 31400 Toulouse,Toulouse,31400,31
Ref_0274,,31,Toulouse,,Point Information Mairie Serveyrolles,,,,,Toulouse,Collectivité territoriale,,,05 61 22 22 39,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0275,,31,Toulouse,,Lieu Ressource Formation,Lieu Ressource Formation,31100,52 rue Jacques Babinet,,52 rue Jacques Babinet 31100 Toulouse,,organisme de formation,,05 62 48 53 20,,https://www.lrf.asso.fr/,,,,,,,,Octobre 2020,,,COMP,TP,,,,,,,,,,,,,,,,,,,,,,COMP,TP,,43.575225,1.408247,43.575225,1.408247,52 Rue Jacques Babinet,52 Rue Jacques Babinet 31100 Toulouse,Toulouse,31100,31
Ref_0276,,31,Toulouse,,Planning Familial,,,,,Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.604082,1.433805,43.604082,1.433805,Toulouse,Toulouse,Toulouse,31000,31
Ref_0277,,31,Toulouse,,Bibliothèque Roseraie,,31500,100 avenue Yves Brunaud,,100 avenue Yves Brunaud 31500 Toulouse,,Bibliothèque,,05 31 22 95 33,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.618245,1.466667,43.618245,1.466667,Avenue Yves Brunaud,Avenue Yves Brunaud 31500 Toulouse,Toulouse,31500,31
Ref_0284,,31,Toulouse,,Cap Nomade,,31000,31 rue amidonniers,,31 rue amidonniers 31000 Toulouse,Association,,,06 01 99 36 23 ou 09 50 94 58 16,capnomade@gmail.com,http://www.capnomade.org/formations/,,,,,,,,Decembre 2019,,,SENS,J,,,,,,,,,,,,,,,,,,,,,,SENS,J,,43.606042,1.427078,43.606042,1.427078,31 Rue des Amidonniers,31 Rue des Amidonniers 31000 Toulouse,Toulouse,31000,31
Ref_0285,,31,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,1 rue Van Dyck,,1 rue Van Dyck 31200 Toulouse,Association,,,05 67 00 66 73 - 06 26 92 28 59,,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.640711,1.439456,43.640711,1.439456,1 Rue Antoine Van Dyck,1 Rue Antoine Van Dyck 31200 Toulouse,Toulouse,31200,31
Ref_0286,,31,Toulouse,,La Cantine Toulouse,LA MELEE,31000,39 Allées Jules Guesdes,,39 Allées Jules Guesdes 31000 Toulouse,Association,,,05 32 10 81 35,cantine@lamelee.com,,,,,,,,,Février 2021,,,W,TP,,,,,,,,,,,,,,,,,,,TL,,,W,TP,,43.594758,1.450562,43.594758,1.450562,39 Allées Jules Guesde,39 Allées Jules Guesde 31000 Toulouse,Toulouse,31000,31
Ref_0287,,31,Toulouse,,Nova Mêlée,LA MELEE,31000,27 Rue d’Aubuisson,,27 Rue d’Aubuisson 31000 Toulouse,Association,,,05 32 10 81 27,cantine@lamelee.com,,,,,,,,,Février 2021,,,W,TP,,,,,,,,,,,,,,,,,,,TL,,,W,TP,,43.602743,1.454135,43.602743,1.454135,27 Rue d'Aubuisson,27 Rue d'Aubuisson 31000 Toulouse,Toulouse,31000,31
Ref_0288,,31,Toulouse,,EMERGENCE PLUS - DYNAMIQUE TOULOUSE NORD,,31200,2 rue Ernest Renan,,2 rue Ernest Renan 31200 Toulouse,Association,,,05 34 51 63 70,contact@emergence-plus.com,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.632985,1.443884,43.632985,1.443884,Rue Ernest Renan,Rue Ernest Renan 31200 Toulouse,Toulouse,31200,31
Ref_0289,,31,Toulouse,,ARTILECT,,31300,27 bis allée Maurice Sarraut,,27 bis allée Maurice Sarraut 31300 Toulouse,Association,,,,nicolas.lassabe@artilect.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.59377,1.421046,43.59377,1.421046,Allée Maurice Sarraut,Allée Maurice Sarraut 31300 Toulouse,Toulouse,31300,31
Ref_0290,,31,Toulouse,,FABLAB LE PROPULSEUR,ASSOCIATION SCIENCES ANIMATION,31400,39 Allées Jules Guesde,,39 Allées Jules Guesde 31400 Toulouse,Association,,,,johan.langot@science-animation.org,,,,,,,,,Octobre 2020,,,FL,,,,,,,,,,,,,,,,,,,,TL,,,FL,,,43.594758,1.450562,43.594758,1.450562,39 Allées Jules Guesde,39 Allées Jules Guesde 31000 Toulouse,Toulouse,31000,31
Ref_0291,,31,Toulouse,,ETINCELLE COWORKING TOULOUSE,SARL ETINCELLE TOULOUSE,31300,2 rue d'Austerlitz,,2 rue d'Austerlitz 31300 Toulouse,SARL,,,05 64 88 01 30 - 06 25 02 44 11,sebastien@etincelle-coworking.com,,,,,,,,,Octobre 2020,,,W,,,,,,,,,,,,,,,,,,,,TL,,,W,,,43.605541,1.447462,43.605541,1.447462,2 Rue d'Austerlitz,2 Rue d'Austerlitz 31000 Toulouse,Toulouse,31000,31
Ref_0292,,31,Toulouse,,Ô LOCAL,NOFOMO,31500,8 impasse Bonnet,,8 impasse Bonnet 31500 Toulouse,SAS,,,09 52 91 10 10 - 06 49 88 39 79,contact@olocal.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.5995,1.457111,43.5995,1.457111,8 Impasse Bonnet,8 Impasse Bonnet 31500 Toulouse,Toulouse,31500,31
Ref_0293,,31,Toulouse,,HARRYCOW,,31000,13 rue Sainte Ursule,,13 rue Sainte Ursule 31000 Toulouse,SAS,,,06 75 43 56 69,harry.coworking@gmail.com,,,,,,,,,Octobre 2020,,,W,,,,,,,,,,,,,,,,,,,,TL,,,W,,,43.602222,1.442131,43.602222,1.442131,13 Rue Sainte Ursule,13 Rue Sainte Ursule 31000 Toulouse,Toulouse,31000,31
Ref_0294,,31,Toulouse,,LES IMAGINATIONS FERTILES,,31300,27 bis Allées Maurice Sarraut,,27 bis Allées Maurice Sarraut 31300 Toulouse,SCIC,Tiers lieux,,06 75 55 72 08,a.gaigneux@imaginationsfertiles.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.59377,1.421046,43.59377,1.421046,Allée Maurice Sarraut,Allée Maurice Sarraut 31300 Toulouse,Toulouse,31300,31
Ref_0295,,31,Toulouse,,Association Diapason,,31100,7bis rue du cher,,7bis rue du cher 31100 Toulouse,Association,Association,,05 61 40 16 64,diapason.assoc@orange.fr,https://assodiapason.fr/,,,,,,,,Octobre 2020,,,REP,,,,ACCN,ETR,,,COMP,,,,ACCDS,,,,,,,,,,,REP-ACCN-COMP-ACCDS,ETR,,43.581596,1.406501,43.581596,1.406501,Rue du Cher,Rue du Cher 31100 Toulouse,Toulouse,31100,31
Ref_0296,,31,Toulouse,,TO7,,31100,4 bis chemin robert cambert,,4 bis chemin robert cambert 31100 Toulouse,Association,,,05 61 44 27 74,to7@to7.org,http://tomirail.net/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.56857,1.402769,43.56857,1.402769,Cheminement Robert Cambert,Cheminement Robert Cambert 31100 Toulouse,Toulouse,31100,31
Ref_0297,,31,Tournefeuille,,Mediatheque Tournefeuille,,31170,3 impasse Max Baylac,,3 impasse Max Baylac 31170 Tournefeuille,Collectivité territoriale,,,05 62 13 21 78,ecm@mairie-tournefeuille.fr,http://www.mairie-tournefeuille.fr/,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.582698,1.347727,43.582698,1.347727,3 Impasse Max Baylac,3 Impasse Max Baylac 31170 Tournefeuille,Tournefeuille,31170,31
Ref_0298,,31,Tournefeuille,,AGEAH - Maison des Associations Tournefeuille,,31170,27 rue Gaston Doumergue,,27 rue Gaston Doumergue 31170 Tournefeuille,Association,,,05 61 06 87 98,ageah31@gmail.com,https://www.ageah.net/,,,,,,,,Decembre 2019,,,ACCDS,SEN,à domicile ou accompagnement extérieur,,,,,,,,,,,,,,,,,,,,,ACCDS,SEN,,43.583582,1.341496,43.583582,1.341496,27 Rue Gaston Doumergue,27 Rue Gaston Doumergue 31170 Tournefeuille,Tournefeuille,31170,31
Ref_0299,,31,Venerque,,Service Jeunesse Léo Lagrange Venerque,,31810,14 avenue du Mont Frouzi,,14 avenue du Mont Frouzi 31810 Venerque,Collectivité territoriale,,,,,https://www.facebook.com/Service-Jeunesse-CCLAG-177831365607843/,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,,,,,,,,,,,,,,,,,,,,COMP,TP,,43.433458,1.445644,43.433458,1.445644,14 Avenue du Mont Frouzi,14 Avenue du Mont Frouzi 31810 Venerque,Venerque,31810,31
Ref_0300,,31,Villemur sur tarn,,France Services - Val Aïgo Villemur-sur-Tarn,Communauté de communes Val'Aïgo,31340,2 avenue Saint Exupéry,,2 avenue Saint Exupéry 31340 Villemur sur tarn,Collectivité territoriale,,,05 61 09 91 38,contact@valaigo.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30 de 14h00 à 16h30,-,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,,,,,,43.86082,1.500555,43.86082,1.500555,2 Avenue Saint-exupéry,2 Avenue Saint-exupéry 31340 Villemur-sur-Tarn,Villemur-sur-Tarn,31340,31
Ref_0305,,31,Bagnères de Luchon,,Maison du curiste,,31110,parc des quinconces,,parc des quinconces 31110 Bagnères de Luchon,,,,05 61 79 22 22,,,,,,,,,,Janvier 2020,,,ACCN,TP,Ateliers numérique sur ordinateur tablette smartphone ... Pour une conduite numérique avertie. Cours particulier. Venir avec son matériel. Mardi de 17h à 21h et jeudi de 17h à 20h / par créneau d'1h - sur inscription / 22€ par personne - 30 € pour un couple,,,,,,,,,,,,,,,,,,,,,ACCN,TP,,42.784221,0.596075,42.784221,0.596075,Cours des Quinconces,Cours des Quinconces 31110 Bagnères-de-Luchon,Bagnères-de-Luchon,31110,31
Ref_0306,,32,Auch,,Le comptoir solidaire / R2D2 Recyclage et Réemploi pour le Développement Durable,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,05 62 05 33 98,,http://www.ag2iweb.com/,,,,,,,,Decembre 2019,,,COMP,,,,REP,,,,ORDM,TP DE,,,,,,,,,,,,,,COMP-REP-ORDM,TP DE,,43.646132,0.589872,43.646132,0.589872,12 Quai des Marronniers,12 Quai des Marronniers 32000 Auch,Auch,32000,32
Ref_0307,,32,Auch,,Garros Services,,32000,4 bis rue du bourget,,4 bis rue du bourget 32000 Auch,,Régie de quartier,,05 62 63 65 39,auch@cnlrq.org,https://fr-fr.facebook.com/garrosservices,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.637527,0.592867,43.637527,0.592867,4bis Rue du Bourget,4bis Rue du Bourget 32000 Auch,Auch,32000,32
Ref_0308,,32,Auch,,centre de soin en addictologie,,32000,21 avenur de l'yser,,21 avenur de l'yser 32000 Auch,,,,05 62 05 28 68,csapa.auch@anpaa.asso.fr,,,,,,,,,Decembre 2019,,,SENS,TP,Promeneurs du net,,,,,,,,,,,,,,,,,,,,,SENS,TP,,43.649103,0.593208,43.649103,0.593208,21 Avenue de l'Yser,21 Avenue de l'Yser 32000 Auch,Auch,32000,32
Ref_0309,,32,Auch,,La Dynamo du Gers,GERS DEVELOPPEMENT,32000,6 rue roger salengro,,6 rue roger salengro 32000 Auch,Association,,,,contact@gersdeveloppement.fr,https://www.gers.cci.fr/innoparc,,,,,,,,Février 2021,,,FL,TP,https://www.la-bobine.fr/,,,,,,,,,,,,,,,,,,TL,,,FL,TP,,43.666191,0.60049,43.666191,0.60049,6 Rue Roger Salengro,6 Rue Roger Salengro 32000 Auch,Auch,32000,32
Ref_0310,,31,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,Association,,,05 62 14 19 70,bas.im@wanadoo.fr,,9h - 12h,9h - 12h,9h - 12h,9h - 12h,,10h - 12h30 (permanence jeunes),,Mars 2021,TP,Gratuit  avec ou sans rendez-vous,ORDM,TP,Ordinateurs  internet  photocopie et scan,,,,,,,,,,,,,,,,,,,Oui,,ORDM,TP-TP,,43.570219,1.406308,43.570219,1.406308,3 Cheminement Vincent d'Indy,3 Cheminement Vincent d'Indy 31100 Toulouse,Toulouse,31100,31
Ref_0311,,32,Auch,,AG2i,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,,,,,,,,,Février 2021,,,,,,,,,,,,,,,,,,,,,,,APTIC,,,,,,43.646132,0.589872,43.646132,0.589872,12 Quai des Marronniers,12 Quai des Marronniers 32000 Auch,Auch,32000,32
Ref_0312,,32,Barran,,France Services Val de Gers Antenne de Barran,Communauté de Communes Val de Gers,32350,45 rue du Docteurue G. Demandès,Mairie de Barran,45 rue du Docteurue G. Demandès 32350 Barran,Collectivité territoriale,,,05 62 64 14 55,mairiedebarran@wanadoo.fr,https://www.cohesion-territoires.gouv.fr/france-services,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,,,,,,43.616542,0.442847,43.616542,0.442847,45 rue du docteur g demandes,45 rue du docteur g demandes 32350 Barran,Barran,32350,32
