n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,latitude,longitude
Ref_0252,,31,Toulouse,,Maison Des Solidarités Bonnefoy/Amouroux,Conseil Départemental,31500,3 rue du faubourg bonnefoy,,3 rue du faubourg bonnefoy 31500 Toulouse,Collectivité territoriale,,,05 34 25 51 00,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.616349,1.453242,,,,43.616349,1.453242
Ref_0253,,31,Toulouse,,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,157 avenue jean rieux 31500 Toulouse,,Centre social,,05 61 54 80 00,,www.cpjr.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,ACCDS,,,,,,,,,,,,,,,,,,,,43.591859,1.468456,COMP-ACCDS,TP,,43.591859,1.468456
Ref_0254,,31,Toulouse,,Centre social ASPAR,,31500,70 chemin Michoun,,70 chemin Michoun 31500 Toulouse,,Centre social,,,,,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,,43.62656,1.468206,ORDM-COMP,TP,,43.626559,1.468206
Ref_0255,,31,Toulouse,,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,Antenne soupetard 12 rue charles garnier 31500 Toulouse,,Centre social,,05 31 22 95 15,Jolimont.cs@mairie-toulouse.fr,,,9h-12h30 et 13h30-17h,9h-12h30 et 13h30-17h,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.608485,1.477852,,,,43.608485,1.477852
Ref_0256,,31,Toulouse,,Mediatheque Jose Cabanis,,31500,1 Allée Jacques Chaban-Delmas,,1 Allée Jacques Chaban-Delmas 31500 Toulouse,Collectivité territoriale,Bibliothèque,,05 62 27 40 00,,https://www.bibliotheque.toulouse.fr/bibliotheques/mediatheque-jose-cabanis/,,,,,,,,Decembre 2019,,,ORD,TP,,,ACCDS,,sur rendez-vous,,ACCN,,sur rednez-vous,,COMP,,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,SENS,,Thématiques et dates à consultez sur : https://www.bibliotheque.toulouse.fr/theme-evenement/culture-numerique/,,,,,,43.61026,1.455431,ORD-ACCDS-ACCN-COMP-SENS,TP,,43.61026,1.455431
Ref_0257,,31,Toulouse,,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,8 bis avenue du parc 31500 Toulouse,Collectivité territoriale,,,05 31 22 93 00,mdc.est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.620189,1.470204,,,,43.620189,1.470204
Ref_0258,,31,Toulouse,,Pole Emploi Jolimont,Pôle Emploi,31500,,,31500 Toulouse,,Agence Pôle Emploi,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.589322,1.471196
Ref_0259,,31,Toulouse,,Mediathèque Serveyrolles,,31500,,,31500 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,ORD,TP,,43.589322,1.471196
Ref_0260,,31,Toulouse,,Point Information Jeunesse Jolimont,,31500,,,31500 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.589322,1.471196
Ref_0261,,31,Colomiers,,PRCP,,31770,2 allée du vignemale,,2 allée du vignemale 31770 Colomiers,Association,,,05 61 15 43 44,prcp@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.60514,1.333515,,,,43.60514,1.333515
Ref_0262,,31,Toulouse,,ADVITAM,,,,,Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0263,,31,Toulouse,,CHRS de Fages,,31400,16 chemin de Fages,,16 chemin de Fages 31400 Toulouse,,,,05 61 14 76 76,,,,,,,,,,Decembre 2019,,,COMP,,pour les hébérgé.e.s,,,,,,,,,,,,,,,,,,,,,,43.583439,1.464594,COMP,,,43.583439,1.464594
Ref_0264,,31,Toulouse,,ADPAM,,,,,Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0265,,31,Toulouse,,CSF Le Cabri,,,,,Toulouse,Association,,,,associationlecabri@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0267,,31,Toulouse,,A.I.R.S,,,,,Toulouse,Association,,,09 71 30 75 86,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0268,,31,Toulouse,,Accueil Amouroux,,,,,Toulouse,Collectivité territoriale,,,,accueil.amouroux@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0269,,31,Toulouse,,Accueil Soupetard,,,,,Toulouse,Collectivité territoriale,,,,Accueil.SOUPETARD@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0270,,31,Toulouse,,Maison de la citoyenneté Est,,,8 bis avenue du Parc,,8 bis avenue du Parc Toulouse,Collectivité territoriale,,,05 31 22 93 00,Mdc.Est@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.620189,1.470204,ORD,TP,,43.620189,1.470204
Ref_0271,,31,Toulouse,,Maison de la citoyenneté Nord,,,4 place du Marché aux cochons,,4 place du Marché aux cochons Toulouse,Collectivité territoriale,,,5 31 22 97 00,mdc.nord@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.620507,1.435095,ORD,TP,,43.620507,1.435095
Ref_0272,,31,Toulouse,,Maison de la citoyenneté Rive Gauche,,,20 place Jean-Diebold,31300,20 place Jean-Diebold Toulouse,Collectivité territoriale,,,05 31 22 91 30,mdc.rive-gauche@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.597819,1.430123,ORD,TP,,43.597819,1.430123
Ref_0273,,31,Toulouse,,Maison de la citoyenneté Sud Est,,,Site Niel - 81 rue Saint Roch,31400,Site Niel - 81 rue Saint Roch Toulouse,Collectivité territoriale,,,05 67 73 82 71,mdc.sud-est@mairie-toulouse.fr,,,,,,,,,Octobre 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.578796,1.44655,ORD,TP,,43.578796,1.44655
Ref_0274,,31,Toulouse,,Point Information Mairie Serveyrolles,,,,,Toulouse,Collectivité territoriale,,,05 61 22 22 39,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0275,,31,Toulouse,,Lieu Ressource Formation,Lieu Ressource Formation,31100,52 rue Jacques Babinet,,52 rue Jacques Babinet 31100 Toulouse,,organisme de formation,,05 62 48 53 20,,https://www.lrf.asso.fr/,,,,,,,,Octobre 2020,,,COMP,TP,,,,,,,,,,,,,,,,,,,,,,,43.575225,1.408247,COMP,TP,,43.575225,1.408247
Ref_0276,,31,Toulouse,,Planning Familial,,,,,Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805
Ref_0277,,31,Toulouse,,Bibliothèque Roseraie,,31500,100 avenue Yves Brunaud,,100 avenue Yves Brunaud 31500 Toulouse,,Bibliothèque,,05 31 22 95 33,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.61784,1.466095,ORD,TP,,43.618245,1.466667
Ref_0284,,31,Toulouse,,Cap Nomade,,31000,31 rue amidonniers,,31 rue amidonniers 31000 Toulouse,Association,,,06 01 99 36 23 ou 09 50 94 58 16,capnomade@gmail.com,http://www.capnomade.org/formations/,,,,,,,,Decembre 2019,,,SENS,J,,,,,,,,,,,,,,,,,,,,,,,43.606042,1.427078,SENS,J,,43.606042,1.427078
Ref_0285,,31,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,1 rue Van Dyck,,1 rue Van Dyck 31200 Toulouse,Association,,,05 67 00 66 73 - 06 26 92 28 59,,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.640711,1.439456,,,,43.640711,1.439456
Ref_0286,,31,Toulouse,,La Cantine Toulouse,LA MELEE,31000,39 Allées Jules Guesdes,,39 Allées Jules Guesdes 31000 Toulouse,Association,,,05 32 10 81 35,cantine@lamelee.com,,,,,,,,,Février 2021,,,W,TP,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.594758,1.450562,W,TP,,43.594758,1.450562
Ref_0287,,31,Toulouse,,Nova Mêlée,LA MELEE,31000,27 Rue d’Aubuisson,,27 Rue d’Aubuisson 31000 Toulouse,Association,,,05 32 10 81 27,cantine@lamelee.com,,,,,,,,,Février 2021,,,W,TP,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.602743,1.454135,W,TP,,43.602743,1.454135
Ref_0288,,31,Toulouse,,EMERGENCE PLUS - DYNAMIQUE TOULOUSE NORD,,31200,2 rue Ernest Renan,,2 rue Ernest Renan 31200 Toulouse,Association,,,05 34 51 63 70,contact@emergence-plus.com,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.632985,1.443884,,,,43.632985,1.443884
Ref_0289,,31,Toulouse,,ARTILECT,,31300,27 bis allée Maurice Sarraut,,27 bis allée Maurice Sarraut 31300 Toulouse,Association,,,,nicolas.lassabe@artilect.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.59377,1.421046,,,,43.59377,1.421046
Ref_0290,,31,Toulouse,,FABLAB LE PROPULSEUR,ASSOCIATION SCIENCES ANIMATION,31400,39 Allées Jules Guesde,,39 Allées Jules Guesde 31400 Toulouse,Association,,,,johan.langot@science-animation.org,,,,,,,,,Octobre 2020,,,FL,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.594758,1.450562,FL,,,43.594758,1.450562
Ref_0291,,31,Toulouse,,ETINCELLE COWORKING TOULOUSE,SARL ETINCELLE TOULOUSE,31300,2 rue d'Austerlitz,,2 rue d'Austerlitz 31300 Toulouse,SARL,,,05 64 88 01 30 - 06 25 02 44 11,sebastien@etincelle-coworking.com,,,,,,,,,Octobre 2020,,,W,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.605541,1.447462,W,,,43.605541,1.447462
Ref_0292,,31,Toulouse,,Ô LOCAL,NOFOMO,31500,8 impasse Bonnet,,8 impasse Bonnet 31500 Toulouse,SAS,,,09 52 91 10 10 - 06 49 88 39 79,contact@olocal.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.5995,1.457111,,,,43.5995,1.457111
Ref_0293,,31,Toulouse,,HARRYCOW,,31000,13 rue Sainte Ursule,,13 rue Sainte Ursule 31000 Toulouse,SAS,,,06 75 43 56 69,harry.coworking@gmail.com,,,,,,,,,Octobre 2020,,,W,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.602222,1.442131,W,,,43.602222,1.442131
Ref_0294,,31,Toulouse,,LES IMAGINATIONS FERTILES,,31300,27 bis Allées Maurice Sarraut,,27 bis Allées Maurice Sarraut 31300 Toulouse,SCIC,Tiers lieux,,06 75 55 72 08,a.gaigneux@imaginationsfertiles.fr,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.59377,1.421046,,,,43.59377,1.421046
Ref_0295,,31,Toulouse,,Association Diapason,,31100,7bis rue du cher,,7bis rue du cher 31100 Toulouse,Association,Association,,05 61 40 16 64,diapason.assoc@orange.fr,https://assodiapason.fr/,,,,,,,,Octobre 2020,,,REP,,,,ACCN,ETR,,,COMP,,,,ACCDS,,,,,,,,,,,,43.581596,1.406501,REP-ACCN-COMP-ACCDS,ETR,,43.581596,1.406501
Ref_0296,,31,Toulouse,,TO7,,31100,4 bis chemin robert cambert,,4 bis chemin robert cambert 31100 Toulouse,Association,,,05 61 44 27 74,to7@to7.org,http://tomirail.net/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.56857,1.402769,,,,43.56857,1.402769
Ref_0297,,31,Tournefeuille,,Mediatheque Tournefeuille,,31170,3 impasse Max Baylac,,3 impasse Max Baylac 31170 Tournefeuille,Collectivité territoriale,,,05 62 13 21 78,ecm@mairie-tournefeuille.fr,http://www.mairie-tournefeuille.fr/,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.582698,1.347727,ORD,TP,,43.582698,1.347727
Ref_0298,,31,Tournefeuille,,AGEAH - Maison des Associations Tournefeuille,,31170,27 rue Gaston Doumergue,,27 rue Gaston Doumergue 31170 Tournefeuille,Association,,,05 61 06 87 98,ageah31@gmail.com,https://www.ageah.net/,,,,,,,,Decembre 2019,,,ACCDS,SEN,à domicile ou accompagnement extérieur,,,,,,,,,,,,,,,,,,,,,,43.583582,1.341496,ACCDS,SEN,,43.583582,1.341496
Ref_0299,,31,Venerque,,Service Jeunesse Léo Lagrange Venerque,,31810,14 avenue du Mont Frouzi,,14 avenue du Mont Frouzi 31810 Venerque,Collectivité territoriale,,,,,https://www.facebook.com/Service-Jeunesse-CCLAG-177831365607843/,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,,,,,,,,,,,,,,,,,,,,,43.433458,1.445644,COMP,TP,,43.433458,1.445644
Ref_0300,,31,Villemur sur tarn,,France Services - Val Aïgo Villemur-sur-Tarn,Communauté de communes Val'Aïgo,31340,2 avenue Saint Exupéry,,2 avenue Saint Exupéry 31340 Villemur sur tarn,Collectivité territoriale,,,05 61 09 91 38,contact@valaigo.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30 de 14h00 à 16h30,-,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.86082,1.500555,,,,43.86082,1.500555
Ref_0305,,31,Bagnères de Luchon,,Maison du curiste,,31110,parc des quinconces,,parc des quinconces 31110 Bagnères de Luchon,,,,05 61 79 22 22,,,,,,,,,,Janvier 2020,,,ACCN,TP,Ateliers numérique sur ordinateur tablette smartphone ... Pour une conduite numérique avertie. Cours particulier. Venir avec son matériel. Mardi de 17h à 21h et jeudi de 17h à 20h / par créneau d'1h - sur inscription / 22€ par personne - 30 € pour un couple,,,,,,,,,,,,,,,,,,,,,,42.784061,0.59621,ACCN,TP,,42.784221,0.596075
Ref_0306,,32,Auch,,Le comptoir solidaire / R2D2 Recyclage et Réemploi pour le Développement Durable,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,05 62 05 33 98,,http://www.ag2iweb.com/,,,,,,,,Decembre 2019,,,COMP,,,,REP,,,,ORDM,TP DE,,,,,,,,,,,,,,,43.646132,0.589872,COMP-REP-ORDM,TP DE,,43.646132,0.589872
Ref_0307,,32,Auch,,Garros Services,,32000,4 bis rue du bourget,,4 bis rue du bourget 32000 Auch,,Régie de quartier,,05 62 63 65 39,auch@cnlrq.org,https://fr-fr.facebook.com/garrosservices,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.637527,0.592867,,,,43.637527,0.592867
Ref_0308,,32,Auch,,centre de soin en addictologie,,32000,21 avenur de l'yser,,21 avenur de l'yser 32000 Auch,,,,05 62 05 28 68,csapa.auch@anpaa.asso.fr,,,,,,,,,Decembre 2019,,,SENS,TP,Promeneurs du net,,,,,,,,,,,,,,,,,,,,,,43.649103,0.593208,SENS,TP,,43.649103,0.593208
Ref_0309,,32,Auch,,La Dynamo du Gers,GERS DEVELOPPEMENT,32000,6 rue roger salengro,,6 rue roger salengro 32000 Auch,Association,,,,contact@gersdeveloppement.fr,https://www.gers.cci.fr/innoparc,,,,,,,,Février 2021,,,FL,TP,https://www.la-bobine.fr/,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.666191,0.60049,FL,TP,,43.666191,0.60049
Ref_0310,,31,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,Association,,,05 62 14 19 70,bas.im@wanadoo.fr,,9h - 12h,9h - 12h,9h - 12h,9h - 12h,,10h - 12h30 (permanence jeunes),,Mars 2021,TP,Gratuit  avec ou sans rendez-vous,ORDM,TP,Ordinateurs  internet  photocopie et scan,,,,,,,,,,,,,,,,,,,,Oui,,43.570219,1.406308,ORDM,TP-TP,,43.570219,1.406308
Ref_0311,,32,Auch,,AG2i,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,,,,,,,,,Février 2021,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.646132,0.589872,,,,43.646132,0.589872
Ref_0312,,32,Barran,,France Services Val de Gers Antenne de Barran,Communauté de Communes Val de Gers,32350,45 rue du Docteurue G. Demandès,Mairie de Barran,45 rue du Docteurue G. Demandès 32350 Barran,Collectivité territoriale,,,05 62 64 14 55,mairiedebarran@wanadoo.fr,https://www.cohesion-territoires.gouv.fr/france-services,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.616542,0.442847,,,,43.616542,0.442847
Ref_0313,,32,Berrac,,Gerskali / Gers numérique,,32480,Lieu dit La Peyrigne,,Lieu dit La Peyrigne 32480 Berrac,Entreprise,,,06 95 65 88 22,info@gers-informatique.com,https://www.gers-numerique.com/,09h - 18h,09h - 18h,09h - 18h,09h - 18h,09h - 18h,,,Decembre 2019,TP,,ORDM,,,,COMP,,payant,,ACCN,,payant,,,,,,,,,,,,,,44.020962,0.543422,ORDM-COMP-ACCN,TP,,44.009,0.55
Ref_0314,,32,Caupenne d'armagnac,,SYMA DU NOUGAROPOLE,,32110,Route de Caupenne d’armagnac,,Route de Caupenne d’armagnac 32110 Caupenne d'armagnac,syndicat mixte,,,06.72.24.16.70,florence.fos@nogaropole.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.788014,-0.067866,,,,43.788089,-0.067975
Ref_0315,,32,Cologne,,Association Arcolan,,32430,LD Buguet Route d'Ardizas,,LD Buguet Route d'Ardizas 32430 Cologne,Association,Centre social,,05 62 05 13 61,accueil.centresocial.arcolan@gmail.com,http://association-arcolan-centresocial.e-monsite.com/,,,,,,,,Octobre 2020,,,ACCDA,TP,,,COMP,,,,,,,,,,,,,,,,,,,,43.717017,0.983648,ACCDA-COMP,TP,,43.719266,0.981885
Ref_0316,,32,Cologne,,France services - Cologne,,32430,Route d'Ardizas,,Route d'Ardizas 32430 Cologne,,MSAP,,05 62 05 13 61,msap@ccbl32.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h15 à 12h00,de 09h15 à 12h00,,de 09h15 à 12h00,,,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.689203,0.91433,,,,43.719266,0.981885
Ref_0317,,32,Cologne,,LE SITE,,32430,Route de Sarrant,,Route de Sarrant 32430 Cologne,SAS,,,06 08 51 33 42,philippe.jaubert32@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.764687,0.934265,,,,43.764687,0.934265
Ref_0318,,32,Condom,,France Services - Condom,,32100,28 rue Gambetta,,28 rue Gambetta 32100 Condom,,Centre social,,05 62 28 42 70,msap@condom.org,https://www.cohesion-territoires.gouv.fr/france-services,de 14h00 à 18h00,de 09h00 à 12h30 de 14h00 à 18h00,de 09h00 à 12h30 de 14h00 à 18h00,de 09h00 à 12h30 de 14h00 à 18h00,de 09h00 à 12h30 de 14h00 à 17h00,,,Juin 2021,,,COMP,SEN,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.957361,0.37465,COMP,SEN,,43.957361,0.37465
Ref_0319,,32,Fleurance,,Bibliothèque municipale,,32500,100 rue Pasteur,,100 rue Pasteur 32500 Fleurance,Collectivité territoriale,,,05 62 06 18 96,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.850759,0.664174,ORD,TP,,43.850759,0.664174
Ref_0320,,32,Fleurance,,France Services - Fleurance,Commune de Fleurance,32500,62 Rue Adolphe Cadéot,,62 Rue Adolphe Cadéot 32500 Fleurance,Collectivité territoriale,,,,ccas.compta@villefleurance.fr,,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 16:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.850282,0.661762,,,,43.850282,0.661762
Ref_0321,,32,Fleurance,,FABLAB C.C LOMAGNE GERSOISE - LIR,C.C LOMAGNE GERSOISE,32500,8 Avenue Pierre de Coubertin,,8 Avenue Pierre de Coubertin 32500 Fleurance,Collectivité territoriale,,,,pole21@lomagne-gersoise.com,,,,,,,,,Février 2021,,,FL,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.850519,0.665674,FL,,,43.850519,0.665674
Ref_0322,,32,Lamothe Goas,,Mairie,,32500,68 route de Letoure,,68 route de Letoure 32500 Lamothe Goas,Collectivité territoriale,,,05 62 65 21 72,mairie.lamothegoas@orange.fr,http://www.lamothe-goas.com/,8h-12h et 14h-16h,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.864238,0.558989,,,,43.864238,0.558989
Ref_0325,à verifier,32,Lectoure,,Régie rurale de services de Lomagne,,32700,Zi La Couture,,Zi La Couture 32700 Lectoure,Association,,,05 62 68 57 78,regie.lectoure@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.958787,0.606889,,,,43.958787,0.606889
Ref_0326,,32,Lectoure,,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,rue Saint Gervais 32700 Lectoure,Collectivité territoriale,,,05 62 68 48 32,,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,,43.934674,0.623061,ORD,TP,,43.934674,0.623061
Ref_0327,,32,Auch,,Génération Mouvement,,32700,1 place Maréchal Lannes,,1 place Maréchal Lannes 32700 Auch,Association,,,05 62 60 19 50,,http://gers.generations-mouvement.org/les_associations_locales,,,,,,,,Octobre 2020,,,COMP,S,,,ENT,S,,,,,,,,,,,,,,,,,,,43.636585,0.584939,COMP-ENT,S-S,,43.636585,0.584939
Ref_0328,,32,Lectoure,,Mairie,,32700,Place du Général de Gaulle,,Place du Général de Gaulle 32700 Lectoure,Collectivité territoriale,,,05 62 68 70 22,,https://www.lectoure.fr/fr-contact.html,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.933485,0.623772,,,,49.489775,0.108182
Ref_0329,à vérifier,32,Lectoure,,France Services - Lectoure,Commune de Lectoure,32700,2 Cours Gambetta,,2 Cours Gambetta 32700 Lectoure,Collectivité territoriale,,,05 62 68 75 47,ccas.direction@mairie-lectoure.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 17h00,de 09h00 à 12h00 de 13h30 à 17h00,de 09h00 à 12h00 de 13h30 à 17h00,de 09h00 à 12h00 de 13h30 à 17h00,de 09h00 à 12h00 de 13h30 à 17h00,-,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.933522,0.626401,,,,43.933522,0.626401
Ref_0330,,32,Lectoure,,PEPINIERES D ENTREPRISES DE LOMAGNE,CC LOMAGNE GERSOISE,32700,ZI La Couture,,ZI La Couture 32700 Lectoure,Collectivité territoriale,,,05.62.29.52.42 - 06.46.71.43.17,economie@lomagne-gersoise.com,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.958787,0.606889,,,,43.958787,0.606889
Ref_0331,,32,L’isle Jourdain,,L OURS BRUN,SOCIETE VBR EVENEMENTS,32600,9 Place GAMBETTA,,9 Place GAMBETTA 32600 L’isle Jourdain,SARL,,,0680856559 - 06 11 72 24 20,xavier.roque@laposte.net,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.614212,1.081982,,,,43.614212,1.081961
Ref_0332,,32,L’isle Jourdain,,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,2 Avenue du Courdé 32600 L’isle Jourdain,,Centre social,,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,,,,,,43.612469,1.088924,COMP,SEN,,43.612577,1.089028
Ref_0333,,32,Masseube,,France Services - Val de Gers,Communauté de Communes Val de Gers,32140,16 Avenue Elysée Duffréchou,Ancien couvent,16 Avenue Elysée Duffréchou 32140 Masseube,Collectivité territoriale,,,,,,-,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,9:00 - 13:00,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.427777,0.578462,,,,43.427777,0.578462
Ref_0334,,32,Mauvezin,,Régie Rurale de Services de Fezensaguet,,32120,43 rue Gambetta,,43 rue Gambetta 32120 Mauvezin,Association,,,05 62 06 92 80,regie.mauvezin@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.733173,0.880511,,,,43.733173,0.880511
