rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions
RH_fiche_455_,Ref_0455,,,31,=31=,Saint-lys,,Ordisol,,31470,4 Avenue de Gascogne,,4 Avenue de Gascogne 31470 Saint-lys,,,Association,Intervention itinérante  possible auprès de structures ou collectivités,samir.chrouki@gmail.com,06 32 51 35 65,contact@ordisol.fr,ordisol.fr,10h-19h,10h-19h,10h-19h,10h-19h,10h-19h,,,,Novembre 2020,,,ACCN,TP-DE-ETR-ALL,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,TP-SEN-ALL-DE,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,Le matériel (ordinateurs  connexion internet  ) est mis a disposition le temps de l'atelier (3 heures/session). Les cours et thématiques sont dispensés par des professionnels de l'informatique (vidéo projection).,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>Le matériel (ordinateurs  connexion internet  ) est mis a disposition le temps de l'atelier (3 heures/session). Les cours et thématiques sont dispensés par des professionnels de l'informatique (vidéo projection).</li></ul></p>",ENT,TP-SEN-ALL-DE,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",REP,TP-SEN-ALL-DE-F-J,Vente de matériel reconditionné issu du réemploi (dons d'entreprises locale)  pour les personnes en situation de précarité  éloignées de l'emploi et/ou toute personnes souhaitant s'inscrire dans une démarche éco-responsable de réutilisation d'un matériel déjà existant. 120 euros prix moyen d'un ordinateur ORDISOL Adhésion 20 euros comprenant un support pour l'aide a l'utilisation  les manifestations et évènements organisés par ORDISOL,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br>Vente de matériel reconditionné issu du réemploi (dons d'entreprises locale)  pour les personnes en situation de précarité  éloignées de l'emploi et/ou toute personnes souhaitant s'inscrire dans une démarche éco-responsable de réutilisation d'un matériel déjà existant. 120 euros prix moyen d'un ordinateur ORDISOL Adhésion 20 euros comprenant un support pour l'aide a l'utilisation  les manifestations et évènements organisés par ORDISOL</li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>Le matériel (ordinateurs  connexion internet  ) est mis a disposition le temps de l'atelier (3 heures/session). Les cours et thématiques sont dispensés par des professionnels de l'informatique (vidéo projection).</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br>Vente de matériel reconditionné issu du réemploi (dons d'entreprises locale)  pour les personnes en situation de précarité  éloignées de l'emploi et/ou toute personnes souhaitant s'inscrire dans une démarche éco-responsable de réutilisation d'un matériel déjà existant. 120 euros prix moyen d'un ordinateur ORDISOL Adhésion 20 euros comprenant un support pour l'aide a l'utilisation  les manifestations et évènements organisés par ORDISOL</li></ul></p>",,,,
RH_fiche_456_,Ref_0456,,,31,=31=,Saint-Lys,, Médi@TIC,CCAS Saint-Lys,31470,1 bis  rue du Presbytère,,1 bis  rue du Presbytère 31470 Saint-Lys,,,,,,05 62 23 76 77,mediatic@saint-lys.fr,cyberbasesaintlys31.jimdo.com,,10h à 12h30 et de 16h30 à 19h,de 10h à 12h30 et de 13h30 à 18h,,de 16h à 18h,10h30 à 12h30,,,Novembre 2020,,,ORDM,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,TP,Initiation le jeudi de 10h00 à 12h00 Perfectionnement le jeudi de 14h00 à 16h00,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Initiation le jeudi de 10h00 à 12h00 Perfectionnement le jeudi de 14h00 à 16h00</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Initiation le jeudi de 10h00 à 12h00 Perfectionnement le jeudi de 14h00 à 16h00</li></ul></p>",,,,
RH_fiche_457_,Ref_0457,,,31,=31=,Toulouse,,La rebooterie,,31200,29 bis avenue des Mazades,,29 bis avenue des Mazades 31200 Toulouse,,,Association,,,,,https://larebooterie.fr/,,,14h à 18h,10h à 12h,16h à 18h,10h à 16h,,,Janvier 2021,,,REP,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_458_,Ref_0458,,,65,=65=,Castelnau-Magnoac,65129,Médiathèque,,65230,21 place de l'Estelette,,21 place de l'Estelette 65230 Castelnau-Magnoac,,,,,,05 62 99 80 62,biblio-castelnau@orange.fr,,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 10 cts par feuille N&B 20 cts feuille couleur,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression(s) possible(s) : 10 cts par feuille N&B 20 cts feuille couleur</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression(s) possible(s) : 10 cts par feuille N&B 20 cts feuille couleur</li></ul></p>",,,limité,
RH_fiche_459_,Ref_0459,,,65,=65=,Cauterets,65138,Médiathèque Municipale,,65110,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,,,,,,05 62 92 59 96,bibliocauterets@wanadoo.fr,,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 15 cts la feuille N&B,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression(s) possible(s) : 15 cts la feuille N&B</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression(s) possible(s) : 15 cts la feuille N&B</li></ul></p>",,,non,
RH_fiche_460_,Ref_0460,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_461_,Ref_0461,,,65,=65=,Trie sur Baïse,65452,France Services - Trie-sur-Baïse,,65220,31 place de la mairie,,31 place de la mairie 65220 Trie sur Baïse,,,,,,05 62 35 66 00,eref.paysdescoteaux@orange.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,,,,Juin 2021,,,ORDM,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",MFS,France Services,oui,
RH_fiche_462_,Ref_0462,,,11,=11=,Capendu,,Info Jeunes Minervois - Val de Dagne,,11700,2 rue des Figuères ,,2 rue des Figuères  11700 Capendu,,,,,,04 68 79 86 99,pij.capendu@carcassonne-agglo-solidarite.fr,,,,,,,,,,Mars 2021,J,,ORDM,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ENT,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>",,,,
RH_fiche_463_,Ref_0463,,,11,=11=,Carcassonne,,Info Jeunes Aude - Station Acti City,,11000,48 rue Antoine Marty,,48 rue Antoine Marty 11000 Carcassonne,,,,,,04 68 25 12 25,bij@acticity.com,https://www.acticity.com,,,,,,,,,Mars 2021,J,,ORDM,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ENT,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>",,,,
RH_fiche_464_,Ref_0464,,,11,=11=,Carcassonne,,Info Jeunes Carcassonne - La Roseraie,,11000,10 rue Alexandre Guiraud,,10 rue Alexandre Guiraud 11000 Carcassonne,,,,,,04 68 72 89 42,pij.roseraie@carcassonne-agglo-solidarite.fr,,,,,,,,,,Mars 2021,J,,ORDM,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ENT,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br></li></ul></p>",,,,
