rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_109_,Ref_0109,,31,=31=,Escalquens,,Maison de la Solidarité,,31670,Mairie d'Escalquens Place François Mitterrand,,Mairie d'Escalquens Place François Mitterrand 31670 Escalquens,,,,Centre social,,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,<p><br><ul><li>lundi : 14h-18h</li><li>mardi : 8h30-12h et 14h-18h</li><li>mercredi : 8h30-12h et 14h-18h</li><li>jeudi : 9h-12h et 14h-19h</li><li>vendredi : 8h30-12h et 14h-18h</li></ul></p>,Juin 2021,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ENT,SEN,Ouvert aux adhérents du centre social - Sur inscription  priorité aux Escalquinois.  Tous les mercredis de 14h à 17h hors vacances scolaires,Mathilde LABETAA,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>Ouvert aux adhérents du centre social - Sur inscription  priorité aux Escalquinois.  Tous les mercredis de 14h à 17h hors vacances scolaires</li></ul></p>",ACCDS,TP,Démarche simple en ligne liée à un droit (aller chercher une attestation sur son espace personnel  transmettre une pièce jointe  faire une déclaration trimestrielle...),,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Démarche simple en ligne liée à un droit (aller chercher une attestation sur son espace personnel  transmettre une pièce jointe  faire une déclaration trimestrielle...)</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>Ouvert aux adhérents du centre social - Sur inscription  priorité aux Escalquinois.  Tous les mercredis de 14h à 17h hors vacances scolaires</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Démarche simple en ligne liée à un droit (aller chercher une attestation sur son espace personnel  transmettre une pièce jointe  faire une déclaration trimestrielle...)</li></ul></p>",,,,,43.517864,1.558979,ORDM-ENT-ACCDS,SEN-TP,,=31=
RH_fiche_110_,Ref_0110,,31,=31=,Lagardelle-sur-Lèze,,EVOLFABLAB,,31870,289 route de la fontannasse,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,,,Association,,,06 20 22 11 48,infoaleze@gmail.com,,,,,,,,,,Decembre 2019,,,FL,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",TL,Tiers lieu,,,43.414922,1.396709,FL,,,=31=
RH_fiche_111_,Ref_0111,,31,=31=,Lagardelle-sur-Lèze,,Mairie,,31870,,,31870 Lagardelle-sur-Lèze,,,,,,,,,,,,,,,,,Decembre 2019,TP,Libre,SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",FL,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.413788,1.392278,SENS-FL,TP,,=31=
RH_fiche_112_,Ref_0112,,31,=31=,Lagardelle-sur-Lèze,,Médiathèque municipale,,31870,3 Château de Vignaou,,3 Château de Vignaou 31870 Lagardelle-sur-Lèze,,,,,,,bm.lagardelle@wanadoo.fr,,,15h00 - 18h00,09h30 - 12h30 et 15h00 - 18h00,15h00 - 18h00,09h30 - 12h30,09h30 - 12h30,,<p><br><ul><li>mardi : 15h00 - 18h00</li><li>mercredi : 09h30 - 12h30 et 15h00 - 18h00</li><li>jeudi : 15h00 - 18h00</li><li>vendredi : 09h30 - 12h30</li><li>samedi : 09h30 - 12h30</li></ul></p>,Decembre 2019,,,ORD,ALL,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>allocataire CAF</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>allocataire CAF</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.414512,1.388385,ORD,ALL,,=31=
RH_fiche_113_,Ref_0113,,31,=31=,Le Fauga,,Desir informatique faugatien,,31410,1 Place de la HALLE,,1 Place de la HALLE 31410 Le Fauga,,,Association,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.39619,1.295885,,,,=31=
RH_fiche_114_,Ref_0114,,31,=31=,Le Fauga,,mairie La Fauga,,31410,1 Place de la Halle,,1 Place de la Halle 31410 Le Fauga,,,Collectivité territoriale,,,,mairie@lefauga.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.39619,1.295885,,,,=31=
RH_fiche_115_,Ref_0115,,31,=31=,Lespinasse,,PCWORKS31,,31150,2 Allée Pierre-paul Riquet,,2 Allée Pierre-paul Riquet 31150 Lespinasse,,,,,,0954 882 757,,https://pcworks31.com/,,,,,,,,,Octobre 2020,,,W,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",PRO,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Formation numérique professionnalisante</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Formation numérique professionnalisante</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,,43.707551,1.385597,W-COMP-PRO,,,=31=
RH_fiche_116_,Ref_0116,,31,=31=,Lherm,,C N S Communications,,31600,9 Rue de la Foret,,9 Rue de la Foret 31600 Lherm,,,,,,,,,,,,,,,,,Octobre 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.427296,1.211384,,,,=31=
RH_fiche_117_,Ref_0117,,31,=31=,Léguevin,,centre social La Maison des Quartiers,,31490,49 rue Pipet,,49 rue Pipet 31490 Léguevin,,,,Centre social,,05 61 06 90 13,centre-social.leguevin@save-touch.org,http://www.ville-leguevin.fr/maison_des_quartiers%20(2).aspx,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.600721,1.234607,,,,=31=
RH_fiche_118_,Ref_0118,,31,=31=,Lévignac,,centre social Vallée de la Save,Communauté de communes de la Save au Touch,31530,5 rue de la Mairie,,5 rue de la Mairie 31530 Lévignac,,,,Centre social,,05 62 13 80 20,centre-social.valleesave@save-touch.org,https://www.mairie-levignac.com/centre-social,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 – 12h00,,,<p><br><ul><li>lundi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>mardi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>mercredi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>jeudi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>vendredi : 9h00 – 12h00</li></ul></p>,Octobre 2020,,,SENS,TP,Libre,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p>",,,,,43.666663,1.194417,SENS,TP,,=31=
RH_fiche_119_,Ref_0119,,31,=31=,Merville,,Centre Social de Merville / CCAS,,31330,50 rue du 19 mars 1962,,50 rue du 19 mars 1962 31330 Merville,,,,Centre social,,05 62 13 40 95,,,,,,,,,,,Decembre 2019,,,ORD,TP,Libre,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p>",ORD,ALL,Libre,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>allocataire CAF</li><br><li><b>infos : </b><br>Libre</li></ul></p>",COMP,TP,Libre,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>allocataire CAF</li><br><li><b>infos : </b><br>Libre</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Libre</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.722019,1.298805,ORD-ORD-COMP-SENS,TP-ALL-TP,,=31=
RH_fiche_120_,Ref_0120,,31,=31=,Miremont,,Médiathèque,,31190,Place Carreties,,Place Carreties 31190 Miremont,,,,,,05 61 50 67 05,biblio.miremont@wanadoo.fr,,,,,,,,,,Decembre 2019,,,ORD,Habitants,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.370489,1.416036,ORD,Habitants,,=31=
RH_fiche_121_,Ref_0121,,31,=31=,Montbrun Bocage,,L'ordinateur facile,,31310,3 rue du Rebarat,,3 rue du Rebarat 31310 Montbrun Bocage,,,Association,,,06 51 91 40 96,lordinateurfacile@gmail.com,http://www.lordinateurfacile.fr/,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,,<p><br><ul><li>lundi : 9 h - 14 h</li><li>mardi : 9 h - 14 h</li><li>mercredi : 9 h - 14 h</li><li>jeudi : 9 h - 14 h</li><li>vendredi : 9 h - 14 h</li><li>samedi : 9 h - 14 h</li></ul></p>,Decembre 2019,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",FL,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.127457,1.267767,ORDM-ACCDS-FL,,,=31=
RH_fiche_122_,Ref_0122,,31,=31=,Montrejeau,,SARAPP Montrejeau,,31210,,,31210 Montrejeau,,,,,,05.61.94.59.82,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.085468,0.558922,,,,=31=
RH_fiche_123_,Ref_0123,,31,=31=,Nailloux,,France Services - CC Terres du Lauragais,Communauté de communes,31560,1 rue de la république,,1 rue de la république 31560 Nailloux,,,Collectivité territoriale,,,06 60 94 95 34,franceservices.sud@terres-du-lauragais.fr,https://www.cohesion-territoires.gouv.fr/france-services,13:30 - 17:00,13:30 - 17:00,de 09h00 à 12h30 de 13h30 à 17h00,13:30 - 17:00,de 09h00 à 12h30 de 13h30 à 17h00,-,,<p><br><ul><li>lundi : 13:30 - 17:00</li><li>mardi : 13:30 - 17:00</li><li>mercredi : de 09h00 à 12h30 de 13h30 à 17h00</li><li>jeudi : 13:30 - 17:00</li><li>vendredi : de 09h00 à 12h30 de 13h30 à 17h00</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.356585,1.623418,,,,=31=
RH_fiche_124_,Ref_0124,,31,=31=,Pibrac,,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,1 Impasse de la Gare 31820 Pibrac,,,,Centre social,,,,,,,,,,,,,Decembre 2019,,,ORD,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.621325,1.289239,ORD-COMP,,,=31=
RH_fiche_125_,Ref_0125,,31,=31=,Plaisance du Touch,,centre social Sesame,,31830,1 rue des Tilleuls,,1 rue des Tilleuls 31830 Plaisance du Touch,,,,Centre social,,05 62 13 52 57,centre.sesame@save-touch.org,https://www.plaisancedutouch.fr/le-centre-sesame,,,,,,,,,Octobre 2020,,,COMP,SEN,inscription,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>inscription</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>inscription</li></ul></p>",,,,,43.567961,1.296663,COMP,SEN,,=31=
RH_fiche_126_,Ref_0126,,31,=31=,Puydaniel,,Solidarité Numérique CCAS,ASSOCIATION PLANETE SCIENCES OCCITANIE,31190,8 avenue des Pyrénées,,8 avenue des Pyrénées 31190 Puydaniel,,,Collectivité territoriale,,,05 61 50 72 44,mairiepuydaniel@wanadoo.fr,https://www.mairie-puydaniel.fr/,,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.337135,1.429501,ORDM-ACCN-SENS,TP,,=31=
RH_fiche_127_,Ref_0127,,31,=31=,Ramonville,,"Le PIC : ""Projet Internet et Citoyenneté""",,31520,14 chemin pouciquot,,14 chemin pouciquot 31520 Ramonville,,,Association,,,06 76 08 88 39 ou 06 01 22 32 91,,https://www.le-pic.org/,,,,,,,,,Octobre 2020,TP,,COMP,TP,sur inscription. Les samedi de 14h à 18h. thèmes des ateliers sur : https://www.le-pic.org/spip.php?rubrique121,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>sur inscription. Les samedi de 14h à 18h. thèmes des ateliers sur : https://www.le-pic.org/spip.php?rubrique121</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>sur inscription. Les samedi de 14h à 18h. thèmes des ateliers sur : https://www.le-pic.org/spip.php?rubrique121</li></ul></p>",,,,,43.551755,1.471748,COMP,TP-TP,,=31=
RH_fiche_128_,Ref_0128,,31,=31=,Ramonville,,Le F@bRiquet,,31520,14 rue Hermes,,14 rue Hermes 31520 Ramonville,,,Association,,,05 61 73 10 22,ariane.rudelle@planete-sciences.org,http://www.fabriquet.fr/web/,,14h-22h,13h-18h,Sur RDV,13h-18h,13h-20h,,<p><br><ul><li>mardi : 14h-22h</li><li>mercredi : 13h-18h</li><li>jeudi : Sur RDV</li><li>vendredi : 13h-18h</li><li>samedi : 13h-20h</li></ul></p>,Decembre 2019,,,FL,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",TL,Tiers lieu,,,43.550024,1.485155,FL,,,=31=
RH_fiche_129_,Ref_0129,,31,=31=,Rieumes,,France Services - CC Cœur de Garonne,Communauté de Communes Cœur de Garonne,31370,2 Place du marché à la volaille,,2 Place du marché à la volaille 31370 Rieumes,,,Collectivité territoriale,,,09 67 51 89 96,franceservices@cc-coeurdegaronne.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 14h00 à 17h00,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30,de 08h30 à 12h30 de 14h00 à 17h00,de 08h30 à 12h30,-,,<p><br><ul><li>lundi : de 14h00 à 17h00</li><li>mardi : de 08h30 à 12h30 de 14h00 à 17h00</li><li>mercredi : de 08h30 à 12h30</li><li>jeudi : de 08h30 à 12h30 de 14h00 à 17h00</li><li>vendredi : de 08h30 à 12h30</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.412778,1.119277,,,,=31=
RH_fiche_130_,Ref_0130,,31,=31=,Toulouse,,Alliances et Cultures MUP,,31000,14 chemin du miral,,14 chemin du miral 31000 Toulouse,,,Association,,,05 61 44 67 63,centresocial.mup@alliancesetcultures.org,http://www.alliancesetcultures.org,,,9h - 12h30, 9h - 12h30 et 14h - 17h,9h - 12h30,,,<p><br><ul><li>mercredi : 9h - 12h30</li><li>jeudi :  9h - 12h30 et 14h - 17h</li><li>vendredi : 9h - 12h30</li></ul></p>,Mars 2021,TP,Gratuit,ORDM ,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">non renseigné</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">non renseigné</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.613708,1.445647,ORDM ,TP-TP,,=31=
